model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model S,,17422,80900,"Available to view in Maplewood, MN",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,320 /mo",91301,All Black Premium Interior with Carbon Fiber Décor,MN
Model S,,10084,82800,"Fort Myers, FL",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,354 /mo",91301,All Black Premium Interior with Ebony Décor,FL
Model S,,12435,86200,,,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,416 /mo",91301,All Black Premium Interior with Carbon Fiber Décor,
Model S,,11800,65200,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,038 /mo",91801,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,17927,83600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",91801,All Black Premium Interior with Ebony Décor,CA
Model S,,17964,84600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,59393,52200,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$804 /mo,91801,Cream Premium Interior with Oak Wood Décor,GA
Model S,,26281,58500,"FORT MYERS, FL",,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",$917 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,11800,65200,"Available to view in Colma, CA",,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,038 /mo",91801,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,28658,72700,"Rockville, MD",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,173 /mo",91801,Cream Premium Interior with Walnut Décor,MD
Model S,,23273,74600,"Rogers, MN",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,207 /mo",91801,All Black Premium Interior with Ebony Décor,MN
Model S,,14754,78500,"Available to view in Tampa, FL",,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels","$1,277 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,FL
Model S,,17422,80900,"Available to view in Maplewood, MN",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,320 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,MN
Model S,,10084,82800,"Fort Myers, FL",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,354 /mo",91801,All Black Premium Interior with Ebony Décor,FL
Model S,,12435,86200,,,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,416 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,
Model S,,11800,65200,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,038 /mo",93311,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,17927,83600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",93311,All Black Premium Interior with Ebony Décor,CA
Model S,,17964,84600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,59393,52200,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$804 /mo,93311,Cream Premium Interior with Oak Wood Décor,GA
Model S,,26281,58500,"FORT MYERS, FL",,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",$917 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,11800,65200,"Available to view in Colma, CA",,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,038 /mo",93311,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,28658,72700,"Rockville, MD",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,173 /mo",93311,Cream Premium Interior with Walnut Décor,MD
Model S,,23273,74600,"Rogers, MN",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,207 /mo",93311,All Black Premium Interior with Ebony Décor,MN
Model S,,14754,78500,"Available to view in Tampa, FL",,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels","$1,277 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,FL
Model S,,17422,80900,"Available to view in Maplewood, MN",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,320 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,MN
Model S,,10084,82800,"Fort Myers, FL",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,354 /mo",93311,All Black Premium Interior with Ebony Décor,FL
Model S,,12435,86200,,,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,416 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,
Model S,,11800,65200,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,038 /mo",95403,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,59393,52200,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$804 /mo,95403,Cream Premium Interior with Oak Wood Décor,GA
Model S,,26281,58500,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",$917 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,28658,72700,"Rockville, MD",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,173 /mo",95403,Cream Premium Interior with Walnut Décor,MD
Model S,,23273,74600,"Rogers, MN",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,207 /mo",95403,All Black Premium Interior with Ebony Décor,MN
Model S,,14754,78500,"Available to view in Tampa, FL",,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels","$1,277 /mo",95403,All Black Premium Interior with Carbon Fiber Décor,FL
Model S,,17422,80900,"Available to view in Maplewood, MN",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,320 /mo",95403,All Black Premium Interior with Carbon Fiber Décor,MN
Model S,,10084,82800,"Walnut, CA",,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,354 /mo",95403,All Black Premium Interior with Ebony Décor,CA
Model S,,17927,83600,"Walnut, CA",,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",95403,All Black Premium Interior with Ebony Décor,CA
Model S,,17964,84600,"Fort Myers, FL",,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",95403,All Black Premium Interior with Carbon Fiber Décor,FL
Model S,,12435,86200,,,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels","$1,416 /mo",95403,All Black Premium Interior with Carbon Fiber Décor,
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85209,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85251,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85254,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85260,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85281,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85305,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",85704,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",91301,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,CA
Model S,,21312,77100,"Colma, CA",,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels","$1,252 /mo",95403,All Black Premium Interior with Carbon Fiber Décor,CA
Model X,2018,29858,57100,"Available to view in RENTON, WA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$892 /mo,85209,All Black Premium Interior,WA
Model X,2018,33020,46600,"LONG BEACH, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$703 /mo,85254,All Black Premium Interior,CA
Model X,2018,33382,46800,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"20"" Silver Wheels",$707 /mo,85254,All Black Premium Interior,NJ
Model X,2018,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,85254,All Black Premium Interior,CA
Model X,2018,24487,48600,"LONG BEACH, CA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$739 /mo,85254,Black Textile Interior,CA
Model X,2018,49895,49300,"Temecula, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$752 /mo,85254,Black and White Premium Interior,CA
Model X,2018,18721,50800,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$779 /mo,85254,Cream Premium Interior,NJ
Model X,2018,41895,51700,"Vienna, VA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$795 /mo,85254,Cream Premium Interior,VA
Model X,2018,29668,52400,"Available to view in Tampa, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$808 /mo,85254,Cream Premium Interior,FL
Model X,2018,27927,58300,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$914 /mo,85254,Black and White Premium Interior,MD
Model X,2018,88123,44100,"Marietta, GA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$658 /mo,85254,Cream Premium Interior,GA
Model X,2018,61874,47500,"Available to view in Colma, CA",100D Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Sonic Carbon Wheels",$719 /mo,85254,Black and White Premium Interior,CA
Model X,2018,44067,56900,"Orlando, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"22"" Onyx Black Wheels",$889 /mo,85254,Black and White Premium Interior,FL
Model X,2018,57890,41200,"Elk Grove Village, IL",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$606 /mo,85254,Black and White Premium Interior,IL
Model X,2018,59222,48800,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,85254,Black and White Premium Interior,NJ
Model X,2018,44208,56500,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$881 /mo,85254,All Black Premium Interior,MD
Model X,2018,29858,57100,"Available to view in RENTON, WA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$892 /mo,85254,All Black Premium Interior,WA
Model X,2018,57890,41200,"Elk Grove Village, IL",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",$606 /mo,85305,Black and White Premium Interior,IL
Model X,2018,59222,48800,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,85305,Black and White Premium Interior,NJ
Model X,2018,44208,56500,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$881 /mo,85305,All Black Premium Interior,MD
Model X,2018,29858,57100,"Available to view in RENTON, WA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$892 /mo,85305,All Black Premium Interior,WA
Model X,2018,33020,46600,"LONG BEACH, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$703 /mo,85305,All Black Premium Interior,CA
Model X,2018,33382,46800,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"20"" Silver Wheels",$707 /mo,85305,All Black Premium Interior,NJ
Model X,2018,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,85305,All Black Premium Interior,CA
Model X,2018,24487,48600,"LONG BEACH, CA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",$739 /mo,85305,Black Textile Interior,CA
Model X,2018,49895,49300,"Temecula, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",$752 /mo,85305,Black and White Premium Interior,CA
Model X,2018,18721,50800,"Available to view in Lawrence Township, NJ",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$779 /mo,85305,Cream Premium Interior,NJ
Model X,2018,41895,51700,"Vienna, VA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",$795 /mo,85305,Cream Premium Interior,VA
Model X,2018,29668,52400,"Available to view in Tampa, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$808 /mo,85305,Cream Premium Interior,FL
Model X,2018,27927,58300,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$914 /mo,85305,Black and White Premium Interior,MD
Model X,2018,88123,44100,"Marietta, GA",75D All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$658 /mo,85305,Cream Premium Interior,GA
Model X,2018,61874,47500,"Available to view in Colma, CA",100D Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Sonic Carbon Wheels",$719 /mo,85305,Black and White Premium Interior,CA
Model X,2018,44067,56900,"Orlando, FL",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"22"" Onyx Black Wheels",$889 /mo,85305,Black and White Premium Interior,FL
Model X,2018,33020,46600,"LONG BEACH, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$703 /mo,91801,All Black Premium Interior,CA
